532,Alice,Morales,amoraleser@ucoz.ru,Female,Canada
538,Robin,Freeman,rfreemanex@bing.com,Female,Canada
544,Sara,Fields,sfieldsf3@hubpages.com,Female,Canada
547,Mary,Willis,,Female,Canada
552,Catherine,Collins,ccollinsfb@army.mil,Female,Canada
553,Denise,Lynch,dlynchfc@cornell.edu,Female,Canada
554,Norma,Welch,nwelchfd@livejournal.com,Female,Canada
558,Kimberly,Murphy,kmurphyfh@webnode.com,Female,Canada
560,Katherine,Smith,ksmithfj@hhs.gov,Female,Canada
565,Teresa,Fox,tfoxfo@toplist.cz,Female,Canada
569,Judith,Williamson,jwilliamsonfs@deliciousdays.com,Female,Canada
573,Deborah,Meyer,dmeyerfw@istockphoto.com,Female,Canada
574,Donna,Stevens,dstevensfx@barnesandnoble.com,Female,Canada
576,Diana,Hall,dhallfz@topsy.com,Female,Canada
578,Frances,Gilbert,fgilbertg1@bloomberg.com,Female,Canada
579,Angela,Wilson,awilsong2@usatoday.com,Female,Canada
583,Julia,Perkins,jperkinsg6@diigo.com,Female,Canada
584,Kathryn,Campbell,kcampbellg7@cpanel.net,Female,Canada
590,Susan,Cooper,scoopergd@who.int,Female,Canada
593,Sara,Fisher,sfishergg@omniture.com,Female,Canada
602,Ruby,Sullivan,rsullivangp@shop-pro.jp,Female,Canada
609,Laura,Hall,lhallgw@hp.com,Female,Canada
612,Robin,Hughes,rhughesgz@chron.com,Female,Canada
616,Janet,Taylor,jtaylorh3@google.com.hk,Female,Canada
629,Maria,Wood,mwoodhg@merriam-webster.com,Female,Canada
631,Alice,Oliver,aoliverhi@jalbum.net,Female,Canada
635,Maria,Holmes,mholmeshm@w3.org,Female,Canada
636,Lois,Garcia,,Female,Canada
641,Denise,Thomas,dthomashs@independent.co.uk,Female,Canada
661,Tina,Reynolds,treynoldsic@cpanel.net,Female,Canada
662,Judy,Marshall,jmarshallid@pen.io,Female,Canada
666,Diane,Snyder,dsnyderih@wired.com,Female,Canada
669,Betty,Pierce,bpierceik@mozilla.com,Female,Canada
682,Christina,Duncan,cduncanix@angelfire.com,Female,Canada
683,Barbara,Gonzalez,bgonzaleziy@godaddy.com,Female,Canada
698,Linda,Henderson,lhendersonjd@china.com.cn,Female,Canada
711,Sharon,Stewart,,Female,Canada
715,Maria,Lewis,mlewisju@weibo.com,Female,Canada
736,Susan,Sanchez,ssanchezkf@dyndns.org,Female,Canada
746,Evelyn,Ray,eraykp@thetimes.co.uk,Female,Canada
758,Ruby,Evans,revansl1@toplist.cz,Female,Canada
776,Carolyn,Ford,cfordlj@twitter.com,Female,Canada
791,Janet,Fernandez,jfernandezly@networkadvertising.org,Female,Canada
799,Christina,Gutierrez,cgutierrezm6@hugedomains.com,Female,Canada
803,Christine,Ford,cfordma@cnet.com,Female,Canada
811,Anne,Hunter,ahuntermi@seesaa.net,Female,Canada
821,Doris,Howard,,Female,Canada
823,Carolyn,Baker,cbakermu@amazon.co.uk,Female,Canada
847,Stephanie,Bowman,sbowmanni@yellowbook.com,Female,Canada
853,Julia,Perez,jperezno@xinhuanet.com,Female,Canada
872,Ruby,Howell,rhowello7@sourceforge.net,Female,Canada
877,Anne,Ford,afordoc@apple.com,Female,Canada
888,Bonnie,Jackson,bjacksonon@sciencedirect.com,Female,Canada
892,Carolyn,Garcia,cgarciaor@mail.ru,Female,Canada
896,Bonnie,Russell,brussellov@symantec.com,Female,Canada
901,Amy,Butler,abutlerp0@cbc.ca,Female,Canada
905,Gloria,Carr,gcarrp4@cocolog-nifty.com,Female,Canada
929,Jacqueline,Little,jlittleps@shinystat.com,Female,Canada
956,Theresa,Snyder,tsnyderqj@technorati.com,Female,Canada
959,Wanda,Ortiz,wortizqm@dailymail.co.uk,Female,Canada
960,Lillian,Moore,lmooreqn@army.mil,Female,Canada
964,Jacqueline,Fox,jfoxqr@google.pl,Female,Canada
975,Sandra,Harris,sharrisr2@wsj.com,Female,Canada
978,Lillian,Hernandez,lhernandezr5@statcounter.com,Female,Canada
995,Helen,Carr,hcarrrm@wikimedia.org,Female,Canada
